disk_reference,duration,start,channel,title,description,scrid,pcrid
5082274315341082652,3300,2007-07-01 19:00:00 +0100,BBC Three,Doctor Who,"13/13. Last of the Time Lords: Earth has been conquered and the Master rules supreme, with the Doctor his prisoner. Can Martha Jones save the world? [AD,S]",crid://fp.bbc.co.uk/KCJ6W4,crid://fp.bbc.co.uk/54BW1P
5082274316159037928,3600,2007-07-01 19:00:00 +0100,BBC Four,Classic Britannia,"2/3. Modernism and Minimalism: In the 1960s, British classical composers like Cardew, Bryars, Maxwell Davies and Birtwistle reinvented classical music for the modern world. [S]",crid://fp.bbc.co.uk/KCJ9TQ,crid://fp.bbc.co.uk/4HI3PI
5082282046274155152,1800,2007-07-01 19:30:00 +0100,BBC Two,Hampton Court Flower Show,Joe Swift and Carol Klein give us a sneak preview of the world's biggest annual flower show in the grounds of Hampton Court Palace. [S],crid://fp.bbc.co.uk/KCIDHP,crid://fp.bbc.co.uk/2FCZ2I
5082288488733159440,300,2007-07-01 19:55:00 +0100,BBC Three,Doctor Who Confidential,13/13. The Valiant Quest: Behind-the-scenes look at the making of Doctor Who. Two enemies square up for a battle of valiant proportions in the series finale. [S],"",crid://fp.bbc.co.uk/1RH8QJ
5082289777215287936,3600,2007-07-01 20:00:00 +0100,BBC Two,Coast,"The team travel from Berwick-upon-Tweed to Aberdeen, a journey that highlights Edinburgh's close connection with the coast. [AD,S]",crid://fp.bbc.co.uk/KCJ9F9,crid://fp.bbc.co.uk/53TYB6
5082289777223348241,3600,2007-07-01 20:00:00 +0100,BBC Three,Last Man Standing,1/8. Kalapalo Wrestling: Six men compete against the most remote tribes on earth at their own sports. They're in the Brazilian jungle to wrestle with Kalapalo Warriors. [S] Followed by 60 Seconds.,"",crid://fp.bbc.co.uk/2FCZ3X
5082289777227542799,1800,2007-07-01 20:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082289778041303523,1800,2007-07-01 20:00:00 +0100,BBC Four,Classic Britannia at the BBC,"Two classic clips from the BBC's archive. Andre Previn and Morecambe and Wise perform Grieg, and in Two Composers, Two Worlds Peter Maxwell Davies is contrasted with Dudley Moore. [S]","",crid://fp.bbc.co.uk/4HI3R8
5082297508168675631,1800,2007-07-01 20:30:00 +0100,BBC News 24,Head 2 Head,Topical discussion with two studio guests from opposite sides of the political debate going head to head over the key issues and controversies of the week.,"",""
5082297508982436321,1800,2007-07-01 20:30:00 +0100,BBC Four,Face the Music 2007,John Sergeant keeps score as Rory Bremner and Steven Isserlis take on Katie Derham and Rainer Hersch in a battle for classical music supremacy. [S],"",crid://fp.bbc.co.uk/54BXK1
5082305239097553532,3600,2007-07-01 21:00:00 +0100,BBC Two,Rome,"Octavian and Mark Antony's armies finally come to blows, with Mark Antony suffering heavy losses. Very strong language. [AD,S]",crid://fp.bbc.co.uk/KCIKT5,crid://fp.bbc.co.uk/35UEY7
5082305239105613845,5100,2007-07-01 21:00:00 +0100,BBC Three,Ace Ventura: When Nature Calls,"Anarchic comedy starring Jim Carrey and Simon Callow. Pet detective Ace Ventura comes out of retirement to investigate the disappearance of a rare white bat, the symbol of an African tribe. [1995] [S]","",crid://fp.bbc.co.uk/4J3XMY
5082305239109808417,1800,2007-07-01 21:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082305239923569124,3600,2007-07-01 21:00:00 +0100,BBC Four,The Thick of It,"Rise of the Nutters: It's the tail-end of the Christmas break and goodwill should be reigning supreme but then something goes wrong on Newsnight. Strong language. [AD,S]",crid://fp.bbc.co.uk/KCJAD4,crid://fp.bbc.co.uk/1RFQLD
5082312970050942253,1800,2007-07-01 21:30:00 +0100,BBC News 24,HARDtalk,"Stephen Sackur talks to Lord Patten, Governor of Hong Kong from 1992 to 1997, about the current state of Hong Kong and what it says about China's ambitions.","",""
5082320700975624693,900,2007-07-01 22:00:00 +0100,BBC One,BBC News,National and international news from the BBC. [S] Followed by Weather.,"",""
5082320700979819133,7500,2007-07-01 22:00:00 +0100,BBC Two,Kill Bill: Vol 2,"Stylish, violent sequel in which Uma Thurman's vengeful assassin sets out to settle old scores with three more adversaries. Contains very strong language and prolonged violence. [2004][S]","",crid://fp.bbc.co.uk/4J3Z62
5082320700992074024,1800,2007-07-01 22:00:00 +0100,BBC News 24,BBC Ten O'Clock News,BBC Ten O'Clock News with the latest national and international news stories.,"",""
5082320701805834722,1800,2007-07-01 22:00:00 +0100,BBC Four,The Cult of...Survivors,"First aired between 1975 and 1977, Survivors depicted a group left living in a world where a plague had wiped out 99% of the population. With contributions from Ian McCullouch and Lucy Fleming. [S]",crid://fp.bbc.co.uk/KCJ0X4,crid://fp.bbc.co.uk/56LIL8
5082327143438823446,1800,2007-07-01 22:25:00 +0100,BBC Three,"Touch Me, I'm Karen Taylor",2/6. Sketch series with Karen Taylor taking a saucy look at modern life. Includes the Brass Lady and a one-night-stand-loving prime minister. Adult humour. [S] Followed by 60 Seconds.,"",crid://fp.bbc.co.uk/35VAH5
5082328431933206819,1800,2007-07-01 22:30:00 +0100,BBC News 24,Straight Talk,Andrew Neil explores what motivates his guest's approach to politics.,"",""
5082328432746967525,3600,2007-07-01 22:30:00 +0100,BBC Four,Crisis at the Castle,1/3. Sudeley Castle: New series following three families' battle to hold on to their ancestral homes. The Dent-Brocklehurst's have difficulties with visitor numbers. Some strong language. [S],"",crid://fp.bbc.co.uk/35W2QA
5082332297387323882,600,2007-07-01 22:45:00 +0100,BBC One,BBC London News,The latest stories from the BBC London newsroom. [S],"",""
5082334874367701510,2400,2007-07-01 22:55:00 +0100,BBC One,Medium,"Mother's Little Helper: Allison and Ariel both dream about the same crime being committed, but cannot agree on who is perpetrating it. Adult themes. [S]",crid://fp.bbc.co.uk/KCIJRQ,crid://fp.bbc.co.uk/4J5EA8
5082334874379956239,1800,2007-07-01 22:55:00 +0100,BBC Three,"Touch Me, I'm Karen Taylor","3/6. Sketch series staring comedian Karen Taylor, which takes a fresh and saucy look at modern life. Sketches include The Tao of Taylor, straight-talking advice for women. Some strong language. [S]","",crid://fp.bbc.co.uk/35VAH6
5082336162874339615,1800,2007-07-01 23:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082342605321089042,1800,2007-07-01 23:25:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. 3/14. Shrink: Jonny gets some very exciting news. Meanwhile, Janet and Gaz take extreme measures to stop Louise blackmailing them. Adult humour. [AD,S] Then 60 Seconds.",crid://fp.bbc.co.uk/KCIWM5,crid://fp.bbc.co.uk/1RSHT1
5082343893815472422,1800,2007-07-01 23:30:00 +0100,BBC News 24,Your News,"The programme where you tell us the news through your pictures, videos and stories. Richard Bilton is out and about in the UK inviting you to read the headlines, and Laura Jones asks your questions.","",""
5082343894629233116,3600,2007-07-01 23:30:00 +0100,BBC Four,Women's Institute,"1/3. The Hissing of Summer Lawns: New series about the largest women's organisation in Britain, which follows a new group in Yarmouth. Some strong language. [AD,S]","",crid://fp.bbc.co.uk/35W3AG
5082345182289211913,5400,2007-07-01 23:35:00 +0100,BBC One,Seven Ages of Rock,"What the World is Waiting For - Indie Rock: The journey through the Seven Ages of Rock climaxes with a 90-minute special on British indie music. Strong language. [AD,S]",crid://fp.bbc.co.uk/KCJ8ZO,crid://fp.bbc.co.uk/5416HF
5082350336262222385,1800,2007-07-01 23:55:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. 4/14. Ecuador: Jonny's new car gives him trouble with women. Meanwhile, Donna takes revenge on Gaz for sleeping with Janet. Adult humour. [AD,S]",crid://fp.bbc.co.uk/KCIWM5,crid://fp.bbc.co.uk/1RSHT2
5082351624756605265,1800,2007-07-02 00:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082352913234539148,2700,2007-07-02 00:05:00 +0100,BBC Two,Graham Norton Uncut,"An extended mix of conversation, trends and celebrity culture with guests Dennis Hopper, Ardal O'Hanlon and Joss Stone joining Graham Norton. Some strong language. [S]",crid://fp.bbc.co.uk/KCJ57K,crid://fp.bbc.co.uk/35VAEV
5082358067203354638,3300,2007-07-02 00:25:00 +0100,BBC Three,Last Man Standing,1/8. Kalapalo Wrestling: Six men travel the world to compete against the most remote tribes on Earth at their own sports. Strong language. [S],"",crid://fp.bbc.co.uk/2FCZ3X
5082359355697738064,1800,2007-07-02 00:30:00 +0100,BBC News 24,Click,"Offbeat consumer technology show. The team bring you the latest stories and personalities from the tech world, as well as tips on how to get the most out of your digital lifestyle.",crid://fp.bbc.co.uk/KCIARB,""
5082359356511498717,3600,2007-07-02 00:30:00 +0100,BBC Four,The Thick of It,"Rise of the Nutters: It's the tail-end of the Christmas break and goodwill should be reigning supreme but then something goes wrong on Newsnight. Strong language. [AD,S]",crid://fp.bbc.co.uk/KCJAD5,crid://fp.bbc.co.uk/1RFQLD
5082364509646238351,7800,2007-07-02 00:50:00 +0100,BBC Two,The Grissom Gang,Crime caper set in 1930s Kansas in which a gang's plans to kidnap an heiress and recover a ransom are jeopardised when the leader falls in love with their captive. Some strong language. [1971] [S],"",crid://fp.bbc.co.uk/4J3TZ4
5082367086638870851,1800,2007-07-02 01:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082368375112610291,1200,2007-07-02 01:05:00 +0100,BBC One,Sky At Night,"Sting in the Tail: Sir Patrick Moore examines the summer constellation Scorpius, and locates our nearest black hole. [S]",crid://fp.bbc.co.uk/KCIB4O,crid://fp.bbc.co.uk/53TYKG
5082372240595431443,1800,2007-07-02 01:20:00 +0100,BBC Three,"Touch Me, I'm Karen Taylor",2/6. Sketch series with Karen Taylor taking a saucy look at modern life. Includes the Brass Lady and a one-night-stand-loving prime minister. Adult humour. [S],"",crid://fp.bbc.co.uk/35VAH5
5082373529073365489,5700,2007-07-02 01:25:00 +0100,BBC One,Dr Jekyll And Sister Hyde,"Comic variation on a classic tale, in which a doctor, experimenting with ways to prolong life, tests the formula on himself and metamorphoses into a beautiful woman. Moderate violence. [1971] [S]","",crid://fp.bbc.co.uk/4J3XM6
5082374817580003639,1800,2007-07-02 01:30:00 +0100,BBC News 24,Head 2 Head,Topical discussion with two studio guests from opposite sides of the political debate going head to head over the key issues and controversies of the week.,"",""
5082374818393764318,3600,2007-07-02 01:30:00 +0100,BBC Four,Crisis at the Castle,1/3. Sudeley Castle: New series following three families' battle to hold on to their ancestral homes. The Dent-Brocklehurst's have difficulties with visitor numbers. Some strong language. [S],"",crid://fp.bbc.co.uk/35W2QA
5082379971536564244,1800,2007-07-02 01:50:00 +0100,BBC Three,"Touch Me, I'm Karen Taylor","3/6. Sketch series staring comedian Karen Taylor, which takes a fresh and saucy look at modern life. Sketches include The Tao of Taylor, straight-talking advice for women. Some strong language. [S]","",crid://fp.bbc.co.uk/35VAH6
5082382548521136454,1800,2007-07-02 02:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082387702477697032,1800,2007-07-02 02:20:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. 3/14. Shrink: Jonny gets some very exciting news. Meanwhile, Janet and Gaz take extreme measures to stop Louise blackmailing them. Adult humour. [AD,S]",crid://fp.bbc.co.uk/KCIWM7,crid://fp.bbc.co.uk/1RSHT1
5082390279462269242,1800,2007-07-02 02:30:00 +0100,BBC News 24,Dateline London,"Foreign correspondents currently posted to London look at events in the UK through outsiders' eyes, and how the issues of the week are being tackled around the world.",crid://fp.bbc.co.uk/KCIB80,""
5082390280276029919,3600,2007-07-02 02:30:00 +0100,BBC Four,Classic Britannia,"2/3. Modernism and Minimalism: In the 1960s, British classical composers like Cardew, Bryars, Maxwell Davies and Birtwistle reinvented classical music for the modern world. [S]","",crid://fp.bbc.co.uk/4HI3PI
5082395433418829836,1800,2007-07-02 02:50:00 +0100,BBC Three,Two Pints of Lager and...,"...a Packet of Crisps. 4/14. Ecuador: Jonny's new car gives him trouble with women. Meanwhile, Donna takes revenge on Gaz for sleeping with Janet. Adult humour. [AD,S]",crid://fp.bbc.co.uk/KCIWM7,crid://fp.bbc.co.uk/1RSHT2
5082398010386952701,300,2007-07-02 03:00:00 +0100,BBC One,Weather View,Detailed weather forecast.,crid://fp.bbc.co.uk/KCI7YZ,""
5082398010403402050,1800,2007-07-02 03:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082399298877141498,3600,2007-07-02 03:05:00 +0100,BBC One,Holby City,"Countdown: Chaos descends on Holby when the nurses are pushed to breaking point. Will Chrissie allow her protest to get in the way of a patient's treatment? [AD,S,SL]",crid://fp.bbc.co.uk/KCIKY6,crid://fp.bbc.co.uk/4D2CFL
5082403164359962634,1800,2007-07-02 03:20:00 +0100,BBC Three,Doctor Who Confidential,13/13. The Valiant Quest: Behind-the-scenes look at the making of Doctor Who. Two enemies square up for a battle of valiant proportions in the series finale. [S],crid://fp.bbc.co.uk/KCJ6WR,crid://fp.bbc.co.uk/1RH8QJ
5082405741344534848,1800,2007-07-02 03:30:00 +0100,BBC News 24,The Record Europe,An in-depth look at the politics of Europe presented by Shirin Wheeler.,"",""
5082405742158295520,1800,2007-07-02 03:30:00 +0100,BBC Four,Face the Music 2007,John Sergeant keeps score as Rory Bremner and Steven Isserlis take on Katie Derham and Rainer Hersch in a battle for classical music supremacy. [S],"",crid://fp.bbc.co.uk/54BXK1
5082413472285667643,1800,2007-07-02 04:00:00 +0100,BBC News 24,BBC News,Twenty-four hours a day: the latest national and international stories as they break.,"",""
5082414760759407088,1800,2007-07-02 04:05:00 +0100,BBC One,The Science of Superstorms,"Playing God with the Weather: The second of three films exploring the science behind weather modification, highlighting the benefits and appalling consequences of trying to control the weather. [S,SL]",crid://fp.bbc.co.uk/KCJ9ZS,crid://fp.bbc.co.uk/4KU429
5082421203226800438,1800,2007-07-02 04:30:00 +0100,BBC News 24,HARDtalk,"Former Malaysian Deputy Prime Minister Anwar Ibrahim tells Zeinab Badawi why, despite six years in prison and a severe beating for corruption and sodomy, he can lead the opposition to victory.",crid://fp.bbc.co.uk/KCJ88G,""
5082422491700539890,5100,2007-07-02 04:35:00 +0100,BBC One,BBC News 24,"BBC ONE joins the BBC's rolling news channel for a night of news, with bulletins on the hour and the headlines every 15 minutes.",crid://fp.bbc.co.uk/KCI7YY,""
5082428934167933256,1800,2007-07-02 05:00:00 +0100,BBC News 24,The World Today,The latest international news.,"",""
5082436665109066067,1800,2007-07-02 05:30:00 +0100,BBC News 24,World Business Report,"The latest business news from around the world with live reports from Singapore, Frankfurt and London and the news of what happened overnight in New York.","",""
5082444396033749587,11700,2007-07-02 06:00:00 +0100,BBC One,Breakfast,"Start your day with all the latest news, sport, business and weather from the BBC's Breakfast team. Includes regional news at 25 and 55 minutes past each hour. [S]",crid://fp.bbc.co.uk/KCI7Z3,""
5082444396037944106,1200,2007-07-02 06:00:00 +0100,BBC Two,Fimbles,"CBeebies. Rose: Fimbo finds a beautiful rose, just the thing to help him in the eternal quest for more Crumble Crackers. [AD,S]",crid://fp.bbc.co.uk/KCI84I,crid://fp.bbc.co.uk/TFIMU
